Type: light | Measure: 15.62 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: temperature | Measure: 22.65 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 924.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 42.75 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 52.71 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 975.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 28.17 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 54.17 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1072.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.05 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 58.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 23.25 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1189.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 47.79 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 52.52 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 23.25 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1189.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 47.79 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 52.52 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.62 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 998.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.09 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 53.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: accel_z | Measure: 971.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 41.99 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 46.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 49.0 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 25.79 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: temperature | Measure: 25.79 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: humidity | Measure: 49.11 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 24.65 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: light | Measure: 33.62 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: humidity | Measure: 49.11 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: accel_z | Measure: 943.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: accel_x | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: temperature | Measure: 24.65 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 951.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 33.66 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 42.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.24 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: accel_z | Measure: 920.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: accel_x | Measure: 46.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: temperature | Measure: 24.3 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 936.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 5.45 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 51.75 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 24.3 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 943.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 4.95 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 46.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 50.24 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 24.26 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
